1544,31,892,669,32
7500.0,0.0,0.0,0.0,73.0
38000.0,999999998.0,0.0,0.0,999999998.0
1100.0,999999998.0,5.0,0.0,999999998.0
300.0,999999997.0,1.0,0.0,999999997.0
5780.0,999999997.0,1.0,0.0,999999997.0
3500.0,215.0,0.0,1.0,1152.0
13640.0,999999998.0,0.0,0.0,999999998.0
500.0,0.0,0.0,98.0,248.0
1795.0,999999998.0,0.0,0.0,999999998.0
1050.0,999999998.0,0.0,0.0,999999998.0
500.0,999999998.0,0.0,0.0,999999998.0
18950.0,999999997.0,0.0,0.0,999999997.0
999999996.0,999999997.0,0.0,97.0,999999997.0
9950.0,0.0,0.0,0.0,482.0
2050.0,999999997.0,0.0,0.0,999999997.0
9600.0,0.0,0.0,0.0,914.0
750.0,999999998.0,0.0,0.0,999999998.0
300.0,999999998.0,0.0,0.0,999999998.0
,,,,
1950.0,999999998.0,0.0,0.0,999999998.0
